sentence,label
"PRESS: Serco Set To Appoint Roy Gardner, Ex-Centrica, As Chairman - FT",2
"Incap , headquartered in Oulu , Finland , is a electronics contract manufacturer with some 750 employees in Finland , Estonia and India .",1
"$SLV POS, been saying it for 2 years. Going lower. Forget about it or go short.",0
"Operating profit totaled EUR 37,7 mn , up slightly from EUR 37.2 mn in the corresponding period in 2006 .",2
"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",2
"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier .",2
Solidium picked up Tikkurila shares as a dividend at a book value of EUR15 .80 per share .,1
"It 's `` finger-friendly '' , and to my opinion , really fast .",1
"The group 's operating loss was EUR 0.8 mn , down from a profit of EUR 2.5 mn in 2004 .",1
"Long Position on $GOL,...Updating http://stks.co/fdmm",2
"The second company acquired is Sweden 's Reftele Maskinservice AB , whose business is mainly field services and spare parts manufacturing , with 10 employees and 1.2 mln eur sales a year .",1
"Raute , headquartered in Nastola , Finland , is a technology company serving the wood products industry worldwide .",1
The maritime administration said the ships had ignored warnings about the icy conditions .,1
"According to Swedish authorities , traces of the very toxic osmium tetroxide have been found on the coast of Per+ñmeri , the Northernmost part of the Gulf of Bothnia .",0
Unit costs for flight operations fell by 6.4 percent .,2
Number of offers received for this contract is two .,1
Cision says the sale will return its U.K. operation to profitability .,2
With this acquisition Panostaja Oyj further expands its business area specialising in digital printing .,2
Operating profit improved by 27 % to EUR 579.8 mn from EUR 457.2 mn in 2006 .,2
Marketing will use Tikkurila 's existing infra structure and local knowledge in Russia .,1
"At the beginning of the subscription period on May 2 , 2006 the share subscription price under B option right is EUR 10.22 per share .",1
"The contracts of the employees , 96 of whom are blue-collar workers , will be ended between March and August 2011 .",1
"`` Adjustment to the fall in price level , in contrast , has been less effective .",0
BBCN Bancorp to buy Wilshire Bancorp in $1 bln deal,2
HELSINKI AFX - Outokumpu Technology said it has signed a 3.5 mln eur agreement with Mongolia 's Erdenet Mining Corporation for the engineering of the first HydroCopper plant to be built at the Erdenet mine site .,2
"In Finland , 71 % of paper and paperboard is reclaimed .",1
"The Group 's turnover in 2006 was EUR 39.2 million , and operating profit was EUR 3.9 million .",1
$TROW Ascending triangle gives a bullish bias to this chart. Breakout above 84 will be positive http://stks.co/g0ls5,2
"Benefon , a wireless and GPS technology company , will supply Karputer with its TWIG navigation platform , a GPS satellite navigation and voice guidance service .",2
"The transaction is subject to a final agreement between the parties , approvals of their decision-making bodies and approval by the Finnish Competition Authority .",1
"3 January 2011 - Scandinavian lenders Sampo Bank ( HEL : SAMAS ) , Pohjola Bank ( HEL : POH1S ) and Svenska Handelsbanken ( STO : SHB A ) have provided a EUR160m ( USD213m ) line of credit to Lemminkainen Oyj ( HEL : LEM1S ) , the Finnish construction firm said on Friday .",1
"The wireless industry is bracing itself for the iPhone , which will launch on June 29 .",1
"The Economic Development and Trade Ministry and Industry and Energy Ministry , along with the Kostroma regional administration and the Russian Lumberman and Timber Exporters Union , has been carrying out work to acquire investment for the construction of a pulp and paper mill in Neya since 2003 .",1
Pharmaceutical market in Czech Republic Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Czech Republic .,1
$SPY Could the pride of social media be gettin ready to fall?  $FB - chart rolling over?,0
The company 's board of directors has proposed a dividend of EUR0 .12 per share for 2006 .,1
"$QCOM chart: Qualcomm Short 61.8% Retracement, Trendline and Resistance. https://t.co/2WQqh35KOY",0
The company expects its net sales for the whole 2009 to be at previous year levels .,1
"Nokia 's share price fell less than one percent to 18.70 euros ( $ 25.41 ) in Helsinki , while Siemens shares fell 1.02 percent to 90.19 euros ( $ 122.57 ) in Frankfurt .",1
"Dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit , which saw EBIT drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates .",1
"Previously , the company expected its 2008 financial performance to remain at the same level as in 2008 .",1
Related links : Flexiblebaseloadoperation TheWartsila32generating set Gasconversions This is the shorter of two versions of this press release .,1
"Stockmann and Swedish sector company AB Lindex entered into an agreement on September 30 , 2007 , whereby Stockmann , or a wholly-owned subsidiary of it , will make a public tender offer for all of Lindex 's issued shares .",2
"We went to the market with yield guidance of the 7.25 % area , which gave us the flexibility to go up or down by 1-8th .",1
"In the building and home improvement trade , net sales totalled EUR 1,173 mn , down from EUR 1,566 mn a year earlier .",0
"The Inventors are Ridge Justin , Bao Yiliang and Karczewicz Marta .",1
"Via the plant , the Belgian company will feed 8.4 MW of electricity into the distribution grid and will be able to deliver up to 14 MW of heat .",1
"He answers questions on how many visitors Conversations gets , how big the team is and what the problems are when setting up social media channels .",1
"The major part of the deliveries include different AC and CXE amplifier solutions and products by DINH Telecom , a company acquired by Teleste last spring .",1
"Operating profit surged to EUR21m from EUR106 ,000 .",2
$NUGT Gold above 1400...wow,2
"According to Finnish FIM Bank , Alpro 's price would be around EUR 100mn-150mn .",1
"HELSINKI ( AFX ) - Nokian Tyres reported a fourth quarter pretax profit of 61.5 mln eur , up from 48.6 mln on the back of strong sales .",2
The repurchases shall decrease the distributable capital and reserves .,1
"Operating result for the 12-month period decreased from the profit of EUR0 .4 m while turnover decreased from EUR5 .6 m , as compared to 2004 .",1
"Enclosed is Affecto 's call for Extraordinary General Meeting to be held on July 10th where the main agenda is to approve the authorization to the Board for the proposed share issue related to the Component Software acquisition , and to elect Haakon Skaarer to the Affecto board .",1
"Qualcomm estimated a first-quarter profit between 46 and 50 cents a share , excluding certain items , below the analyst estimate of 61 cents a share .",0
The corrected chapter is in its entirety below .,1
"OUTOTEC OYJ PRESS RELEASE DECEMBER 4 , 2009 10.30 AM Outotec establishes a new subsidiary in Kolkata Outotec has established a subsidiary in India in order to better serve its Indian customers and to increase its business in the growing Indian market .",2
The invention carries International Patent Publication No. .,1
UPM-Kymmene has generated four consecutive quarters of positive Free Cash Flow .,2
"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day .",1
"This will be done domestically and in neighboring markets , both organically and through acquisitions .",1
"It holds 38 percent of Outokumpu 's shares and voting rights , but in 2001 lawmakers gave it permission to reduce the stake to 10 percent .",1
As a result of the negotiations the employment of 130 blue - and white-collar employees at the Oulu plant would be terminated .,0
"( ADP News ) - Feb 11 , 2009 - Finnish wood products technology supplier Raute Oyj ( HEL : RUTAV ) said today its net profit decreased to EUR 4.7 million ( USD 6.1 m ) for 2008 from EUR 6.6 million for 2007 .",0
Terms of the acquisition were not disclosed .,1
"EU regulators clear $100 billion-plus AB InBev, SABMiller deal",2
J+ñrvi-Suomen Portti is also planning to reduce the use of sodium nitrite .,1
UNC Charlotte would also deploy SSH Tectia Connector to enable secure application connectivity .,1
HK Ruokatalo 's target is to know the consumers .,1
"$QCOM The indicator RSI is over 50, which stands at 56.1, an upward movement is expected. https://t.co/yfa9jcUsQa",2
"Also , Westpac is to issue a benchmark , 18 month FRN deal in Euros .",1
"In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 .",2
"Berling Capital , Umo Capital and Veikko Laine are the biggest shareholders in Amanda Capital .",1
$SAVE breaking it's downtrend line on increasing volume. A move above 20.57 could see more upside. http://stks.co/l8y4,2
"Purchase it for the 12MP snapper , if nothing else .",1
"F-Secure reported that : - The first half of 2008 has seen a growing number of targeted malware attacks on individuals , companies , and organizations .",1
"The Vaisala Group is a successful international technology company that develops , manufactures and markets electronic measurement systems and products .",2
The bond has a value of EUR150m and a maturity of 4 years .,1
"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Serbia , Finland , Canada , Russia , Ukraine , Portugal , Denmark , Ireland , South Korea , Estonia and Liechtenstein .",1
"In addition to software development , the new design unit will provide for mechanical engineering and electronics design .",1
Efficiency programs totalling 100 million euros are under way in Finnair .,2
"The earnings per share for the quarter came in at 0.25 eur , up from the 0.20 eur of the same quarter a year earlier .",2
"According to Gran , the company has no plans to move all production to Russia , although that is where the company is growing .",1
$GRPN might be selling off ahead of $P earnings...,0
"In the spring 2006 , a total of 386,530 Stock Options 2002 B were annulled .",1
- Tikkurila inspires you to color your life .,1
"L&T is operative in Finland , Sweden , Latvia , Russia and Norway .",1
"Finnish property investor Sponda said it has agreed a 100 mln eur , five-year mln credit facility with Swedbank and a 50 mln eur , seven-year facility with OKO Bank .",1
The value of the order is around EUR 100 million .,1
The reductions will be implemented mainly in the course of the first half of 2009 .,1
"The pulp production in Finnish Kemij+ñrvi will also be liquidated and about 1,100 employees loose their jobs .",0
"However , its market share shrank to 47.59 per cent from 48 per cent a year earlier .",0
"A meeting for the media and analysts will be held on the same day at 10:30 a.m. at Stonesoft Headquarters in Helsinki , Italahdenkatu 22 A. The Interim report will be presented by Stonesoft 's CEO Ilkka Hiidenheimo .",1
"Cramo Plc is a service company specialising in construction machinery and equipment rental and rental-related services , as well as rental and sale of modular space .",1
SHARE REPURCHASE 11.01.2008 In the Helsinki Stock Exchange On behalf of Sampo plc Danske Bank A-S Helsinki Branch,1
"Therefore , the company 's 2005 result will remain weaker than that of 2004 .",0
Synergy benefits will start to materialise in the second quarter .,2
UK WINNERS & LOSERS: Aviva And Friends Life Lead FTSE 100 Gainers,2
Goodwin not to face Scottish prosecution over RBS,2
"Loaded up on $bsx yesterday,looking good now. Still think way more upside than downside.",2
"Ahlstrom Corporation Anne Pirila Director , Financial communications Distribution : Helsinki Stock Exchange Main media Ahlstrom in brief Ahlstrom is a leader in the development , manufacture and marketing of high performance fiber-based materials .",1
"Metso Foundries Jyvaskyla Oy will discontinue production on this line by 30 September 2008 , the company said .",1
The company did not distribute a dividend in 2005 .,1
The customer is local company Etera Mutual Pension Insurance Co and the principal tenant of the unit will be media company Alma Media Corp HEL : ALN1V .,1
Aberdeen Asset Management Gains Foothold In China,2
"The changes will take effect on 1 January 2010 , and they are not estimated to have an impact on the number of employees .",1
Just went long $ILMN,2
The uranium found locally is naturally occurring and it makes sense to extract it in the same way as we do with our other metals . '',1
$FB popping up to HOD,2
"The copying , republication or redistribution of AFX News Content , inculding by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",1
"The share capital of Alma Media Corporation business ID 1944757-4 is EUR 44,767,513.80 and it is divided into 74,612,523 shares .",1
"The share sale , to foreign and Finnish investors , is expected to raise some euro300 million ( US$ 380 million ) .",1
The value of the contract is EUR 25mn .,1
"Tiimari , the Finnish retailer , reported to have geenrated quarterly revenues totalling EUR 1.3 mn in the 4th quarter 2009 , up from EUR 0.3 mn loss in 2008 .",2
UPDATE 1-AstraZeneca boosts respiratory unit with $575 mln Takeda deal,2
Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .,2
RSA 's shares closed at 156.9 p at the time of going to press .,1
"The total value of the order , placed by Aspo ' marine transportation subsidiary ESL Shipping Oy , is EUR 60 million ( USD 77.5 m ) .",1
Kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on Jan. 21 and the Saltonstall state office building on Jan. 23 .,0
"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year .",2
"Panostaja , headquartered in Tampere , Finland , is an investment company focusing on small and medium-sized Finnish companies operating in the traditional industries .",1
Peer Peugeot fell 0.81 pct as its sales rose only 6.3 pct from the same period last year .,0
Operating profit rose to EUR 9.2 mn from EUR 6.8 mn in the corresponding period in 2007 .,2
"F-Secure Internet Security 2010 is a security service for surfing the web , online banking and shopping , e-mail , and other online activities .",1
The passenger tunnel is expected to be put into operation in 2009 .,1
"Tekla 's defense business employs over 20 persons and is located in Espoo , Finland .",1
RBI surprises Street; Sensex pares gains after hitting mount 30k,0
"Finnish Vaahto Group that provides paper-making technology and process machinery is starting negotiations concerning the temporary lay-offs of all 140 employees at the company 's plants in Hollola and Tampere , in Finland .",1
"According to Ultrascan , with a software acquired from crackers , it has managed to change the mobile phone in a way that the phone was able to get hold of a one-time password sent by a bank via a text message .",1
"The prosecutor is also demanding Outokumpu pay a fine of EUR 800,000 at most .",0
RT @ACInvestorBlog $AAPL still on track for $500,2
"In 2009 , Stora Enso 's net loss was EUR 879.7 million compared to EUR 673.4 million in the previous year .",1
"According to Viking Line 's Managing Director , Nils-Erik Eklund , the company 's Board of Directors is very satisfied with Viking Line 's performance .",2
AB InBev looks to win over SABMiller investors,2
"Currently , 95 % of Trainers House 's revenues are attributed to the Finnish market .",1
"For the first nine months of 2010 , Talvivaara 's net loss narrowed to EUR 8.3 million from EUR 21.9 million for the same period of 2009 .",2
According to an  posted by the World Intellectual Property Organization : `` The present invention relates to hydrocarbons and particularly to the manufacture of hydrocarbon components suitable as aviation fuels or jet fuels and as blending stocks for aviation fuels .,1
We make available the following brand-new market analyses Cement - Pakistan Cement - Malaysia Cement - Taiwan Cement - Philippines These analyses give a clear overview of the actual situation and future outlook of the cement industry in some Asian countries .,1
"FTSE 100 drops 2.5 pct on Glencore, metals price fears",0
$SPY Don't hang your bull hat yet. Next week we will pop higher on QE3 hope on back of fed's 2 day meeting.,2
The total value of these two contracts is over EUR 21 million .,1
The Estonian parliament was set to vote on amendments to the excise duty law on Wednesday that would add 0.42 kroons to the price of a liter of diesel and 0.45 kroons to the price of a liter of gasoline from the start of 2010 .,1
"The core of Solidium 's investment strategy is proper , value enhancing asset management of the current holdings .",2
The divested activities had net sales of EUR 145.1 million in 2009 and an operating profit of EUR 8.9 million .,1
Look at that $AMZN > 600,2
Completion of the transaction is subject to a final agreement and a Due Diligence process .,1
"Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006 .",1
"Insurer Axa ( PAR : CS ) slid by 5.35 % to EUR 14.15 , after Citigroup and ING slashed their targets on the stock .",1
"Due to rapid expansion , the market share of Tallink in terms of passenger carriage through Tallinna Sadam Port of Tallinn totaled 55 percent in November against 45.7 percent in November 2005 .",2
Verizon and AT&T accused of hurting rivals,0
"According to the Latvian business register , Uponor Latvia closed in red with LVL 99,000 EUR 139,538.17 USD 194,556.48 on turnover of LVL 2.346 mn for 2009 .",1
"Stora Enso said DeLight was suitable for a wide range of applications including food , cosmetics , home decoration and leisure products .",1
#Apple up almost 20% from its February lows with very little fanfare. $AAPL,2
"In the fourth quarter of 2009 , Atria 's net loss shrank to EUR 1.2 million from EUR 5.9 million and net sales contracted to EUR 340.4 million from EUR 361.1 million .",2
Hearst will be able to consolidate about 20 % of all Russian market for advertising in press after the purchase .,2
"Ahlstrom 's 5,800 employees serve customers via sales offices and production facilities in more than 20 countries on six continents .",1
"Besides , as there is no depositor preference in Finland , senior debt and deposits rank on a par , which is also taken into consideration , the agency added .",1
$FB & $TSLA cracking lower early. $short #correction #stocks,0
"An acquisition of TeliaSonera would be France Telecom 's biggest since its 2000 purchase of Orange plc for  27.8 billion ( $ 55.1 billion ) and would create the world 's fourth-largest telecom company behind AT&T Inc. , Verizon Communications Inc. and NTT Corp. of Japan .",1
"Ragutis , which is based in Lithuania 's second-largest city Kaunas , boosted its sales last year 22.3 per cent to 36.4 million liters .",2
Jacobs has been supporting Storengy 's investment of developing storage sites since 2006 as owner 's engineer .,1
`` Operating profit declined mainly due to the increased cost of wood and recycled fiber and the strengthened euro . '',1
"While I cant understand what theyre saying , its impressive to watch him hit that ball at those speeds .",1
"According to Saarioinen 's Managing Director Ilkka M+ñkel+ñ , the food industry sector has a significant excess of production machinery .",1
The options might include a partial or total divestment of their shareholdings in Ovako .,1
"Oil majors like Royal Dutch Shell, Chevron, BP fail to find reserves to counter ...",0
"Sudden optimism about iPhone sales (i.e., not as bad as expected) gives Apple $AAPL a lift.  https://t.co/oKTCw4YiB5",2
`` Low energy consumption and flexible loading are just a few of the advantages of the CHF Pro . '',1
"As the world leaders in developing UV technology for municipal wastewater , drinking water , and industrial water treatment systems , Trojan Technologies was a logical partner in providing W+ñrtsil+ñ with UV technology for ballast water treatment .",1
"Trading in the new shares , which have right to dividends and other distributions of funds , will start on the exchange in Helsinki tomorrow .",1
"The first phase of the logistics complex envisages the completion of some 70,000 sq m of logistics premises and the gatehouse building in November 2008 .",1
"The center offers a comprehensive range of device design services spanning from electronics , mechanics and software design to a full range of testing laboratory services .",1
"In Finland , the Bank of +àland reports its operating profit fell to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007 .",1
A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .,0
The economic occupancy rate of Sponda 's property portfolio rose to 91.2 % from 88.8 % in 2006 .,2
"From 2003 on , the emphasis of Kyro 's strategy has been on Glaston 's growth .",1
"In June it sold a 30 percent stake to Nordstjernan , and the investment group has now taken up the option to acquire EQT 's remaining shares .",1
"One price category is for calls on the preferred operator 's network , and another for calls on other operators ' networks .",1
The hull of the vessel was built one block at a time and Ruukki delivered the plate material for each block as construction progressed .,1
Sales by Seppala diminished by 6 per cent .,0
"The Internal Revenue Service sees about 20 percent of all taxpayers wait until the last two weeks to file , with about 40 million returns filed in April .",1
1 February 2011 - Finnish textile and clothing company Marimekko Oyj HEL : MMO1V said today its preliminary operating profit grew to EUR8 .2 m in 2010 from EUR6 .3 m in 2009 .,2
"The period-end cash and cash equivalents totaled EUR6 .5 m , compared to EUR10 .5 m in the previous year .",0
"potential defect with third-row seat belts. Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/YVYDncdNdi",0
Operating profit fell to EUR 20.3 mn from EUR 74.2 mn in the second quarter of 2008 .,1
"`` There 's the issue of thieves stealing them from building sites , '' said Mr Smith .",0
"I can say categorically , no , ' Wahlroos was quoted as saying by the paper , when asked about Sampo 's interest in making a bid for RSA .",1
"According to Schmardin , Nordea will most likely try to win customers over from other pension fund providers .",2
"Initially , the company said a maximum of 15 people would be made redundant in the parent company and about 15 in its subsidiaries .",0
Morrisons book second consecutive quarter of sales growth,2
"Finnish plumbing and heating systems supplier Uponor 's net sales in continuing business operations decreased to EUR 249.1 mn in July-September 2008 , compared to EUR 262.1 mn in the third quarter of 2007 .",1
Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier .,2
Irish housebuilder Cairn Homes plans London listing,2
However short-term rentals are becoming more popular .,1
Uponor improved its performance in spite of the decrease in residential construction in the US .,2
"However , the company saw its net profit for the third quarter down to EUR1 .4 m from EUR1 .5 m for the corresponding period of 2009 .",1
The duration of the lay-offs per employee will vary from one to six weeks .,1
"Published by Globes online , Israel business news - www.globes-online.com - on November 16 , 2009 -® Copyright of Globes Publisher Itonut 1983 Ltd. 2009",1
"The deal includes all rental equipment and related merchandise , the rental contract of the depot and two employees , the company said .",1
Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .,2
SKF 6 April 2010 - Alandsbanken has given a `` buy '' recommendation on Swedish industrial company SKF AB ( STO : SKF B ) with a share price target of SEK150 .,2
Petrofac share price rises despite Â£30m costs on North Sea project,1
"The combination of all services enabling us to offer a complex and strengthened service chain not only limited to the Baltic port connections but also for getting access to the world wide Grimaldi Network into the Mediterranean , Africa and North America `` says Uwe Bakosch .",2
"Operating loss totalled EUR 3.2 mn , compared to a profit of EUR 7.2 mn in the third quarter of 2008 .",0
"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , expects changes in the market situation to reduce sales of Suominen 's nonwovens and wet wipes from the previously estimated volumes .",1
Aspo serves demanding business-to-business customers .,1
$MA http://stks.co/1CYN continues to consolidate / base here,2
Finnish investment group Norvestia Oyj said its net profit fell to 23.5 mln euro $ 30.6 mln in 2006 from 33.5 mln euro $ 43.6 mln in 2005 .,0
Morning Agenda: Shire's Deal for NPS,2
"Furthermore , our fully electrically driven cranes are environmentally friendly .",2
"Systeemitiimi 's sales and project resources will also be strengthened , director Paul Skogberg said .",2
"The closing of the transaction is scheduled to take place on January 10 , 2008 .",1
"The company 's annual loss amounted to EEK 18mn , compared to a profit of EEK 7.3 mn in 2008 .",1
$CIEN http://stks.co/dZU CIEN seems to have broken out of a major horizontal resistance. Targets $14.35.,2
Grapevine city officials in September approved $ 35 million in tax rebates and grants for the expansion .,2
"JVC will stop producing DVD players in Brazil : JVC do Brazil , a subsidiary of Japan 's JVC group announced it will stop the production of DVD players in Brazil .",1
The following information was released by Comptel : Tomorrow the Chairman of the Federal Communications Commission is scheduled to deliver the National Broadband Plan to Congress .,1
Sanoma News ' advertising sales decreased by 22 % during the year .,1
Tielinja generated net sales of 7.5 mln euro $ 9.6 mln in 2005 .,1
looks like a big feb 18-22 $put spread on $cree.  Last quarter 0% YoY rev growth trading @ 24x earnings.  I may try a short.,0
"Of these shares 29,659,239 are held by the Company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to 322,705,218 .",1
Glencore Studies Possible IPO for Agricultural Trading Business,2
"The largest restructuring is planned for Italy , where negotiations on about 40 job cuts are to be initiated today , the company noted .",1
"Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing a project in St Petersburg , comprising about a million square meters of residential space , two hospitals and several schools and nurseries .",1
"The machine will have an annual production capacity of 200,000 tonnes of super-calendered magazine paper and other paper grades based on recovered fiber , Stora Enso said .",1
Together they generate Aspo 's goodwill .,1
"The Web-Marela application handles invitations to quote , quote comparisons , agreements , purchases , invoice inspections , inventory management , and deliveries .",1
"Acando AB ( ACANB SS ) fell 8.9 percent to 13.35 kronor , the lowest close since Dec. 11 .",1
"Raute reported a loss per share of EUR0 .86 for the first half of 2009 , against EPS of EUR0 .74 in the corresponding period of 2008 .",1
Aviva promises higher dividends to boost flagging share price,2
About Elcoteq Elcoteq SE is a leading electronics manufacturing services ( EMS ) company in the communications technology field .,2
SAB's Chairman Digs In With Board Divided on InBev Offer,1
The facility consists of a seven year bullet term loan of 200 mln euro $ 292.4 mln and a 150 mln euro $ 219.3 mln five year revolving credit facility .,1
They are also upset that some of the machinery and work is taken over to Poland .,1
"EPS for the quarter was EUR0 .00 , as compared with EUR0 .01 in the third quarter of 2008 , representing a Group net sales for the third quarter were EUR15 .3 m , up by 2.8 % as compared with EUR14 .9 m in the third quarter of 2008 .",2
Out of shorts $ALTR at 38.85 with loss,2
"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 .",1
Jon Risfelt is 49 years old holds a Master of Science in Chemical Engineering from the Swedish Royal Institute of Technology .,1
"The original name Componenta +àm+Ñl , as a subsidiary of the Finnish Componenta Group , has been changed to +àm+Ñl Components and the company has seen a 63 % growth in Q1 2010 , in comparison to Q1 2009 .",2
"Net cash from operating activities was a negative EUR 0.3 mn , compared to EUR 30.9 mn in 2009 .",0
"In Q1 of 2009 , Bank of +àland 's net interest income weakened by 10 % to EUR 9.1 mn .",0
AB InBev approaches SABMiller to explore $250bn tie-up,2
$FB still a dog going much lower this week,0
New Morrisons duo get former boss's support to diffuse investor tension,2
"In addition to verification of an identity and digital signatures , new state-approved Mobile ID enables to cast votes in elections as well .",1
Two of these contracts are for turntable anode vibrocompactors that will be delivered to Gansu Hualu Aluminum Co Ltd and another unnamed costumer .,1
Vaisala 's expertise in lightning data and information systems is based on extensive experience and investment in R&D .,1
Outokumpu 's chief executive Juha Rantanen expressed his confidence in China market .,2
The volume of investments in the two phases of the project is estimated at USD 300mn ( EUR 215.03 mn ) .,1
The company said that sales in the three months to the end of March slid to EUR86 .4 m US$ 113.4 m from EUR91 .2 m last year .,1
Pentik+ñinen emphasises that the most of the internet contents media houses provide can not be free forever .,1
"The reasons behind the estimate include the rise in 2008 rent levels and several fully-leased office and retail properties , which were completed and added to the company 's investment property portfolio .",1
The MET is located in the Central Business District ( CBD ) of Bangkok .,1
"`` However , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . ''",0
"A replay will be available until 27 October 2006 in the following numbers : US callers : +1 617-á801-á6888 , non-US callers : +44 20 7365 8427 , access code : 2659 5401 .",1
"The platform is based built on Intel s second-generation MID platform , called Moorestown .",1
"( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s",2
HSBC appoints business leaders to board,2
"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .",0
"RECAP: $MSFT rumor this morning had them spinning off XBOX unit, stock grinds up all day to close on highs",2
Priceline's stock jumps to new high for the year after Barclays upgrade,2
55 workers in +àm+Ñl will be affected by the close-down .,0
We offer our customers solutions based on renewable raw materials .,1
"Professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking .",1
Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 .,1
$ATHN Seems like a good short setup. Stop above the 50 day. No position.,0
In Sweden the agreement covers data communication services as well .,1
$CHRM Loooooongggggg base,2
The contract has been allotted as per lowest price criteria .,1
$ilmn piper Jeffries raises pt.  I remain long,2
"Finnish Suominen Flexible Packaging is cutting 48 jobs in its unit in Tampere and two in Nastola , in Finland .",1
UPDATE 3-Stifel to buy former Lehman brokerage from Barclays,2
BRIEF-Legal & General's retirement business books 4 billion stg H1 sales,2
$BBRY bye bye Sammy. Hello BB. Sounds like we'll see some green tomorrow.,2
"Neste Oil will publish its third quarter 2008 results on Friday , 24 October 2008 at approximately 9 am ( EET ) .",1
Insurance policies should be simple .,1
Boomerang Boats had net sales of EUR 4.1 mn and it made an operating profit of EUR 0.4 mn in 2006 .,1
"Metsaliitto will sell 1.1 million B shares of Neomarkka , accounting for about 18.3 pct of Neomarkka 's equity and about 12.7 pct of the voting rights .",1
"For Q2 2010 , consolidated earnings before tax totaled EUR4 .5 m , compared to EUR3 .9 m , and net profit was EUR3 .2 m , compared to EUR2 .9 m in the previous year .",2
"According to Kesko , the company agreed with the city administration about lease of the building in 2006 , its resettlement and construction of a five-star hotel Hilton for 120 rooms .",2
The agreement expands Tekla Structures ' scope of use to bridge design .,2
Nokia has inaugurated its manufacturing plant near Chennai on 11 Mar 2006 .,1
The company will also be compensated for acting as a reserve batch plant .,2
Status : Agreed,1
The full MidnightTrader extended-hours trading analysis and news service is available in real-time through COMTEX .,1
"$AAPL AAPL finally breaking under the 49 M.A.. With no buybacks this week, look for AAPL to test the 120 support area.",0
"About 36 % of this came from Aspo Chemicals , 39 % from Aspo Shipping and 25 % from Aspo Systems .",1
$ZAGG getting ready...Target $15 plus on a close over $13.50 on better than avg daily Volume http://chart.ly/lha44tn,2
Finnish power company Fortum reports 89 % of its electricity was generated without carbon dioxide emissions in 2007 .,1
"Supported Nokia phones include : N96 , N95-8GB , N95 , N93-N931 , N92 , N85 , N82 , N81 , N80 , N79 , N78 , N77 , N76 , N75 , N73 , N72 , N71 , E90 , E71 , E70 , E66 , E65 , E62 , E61-E61i , E60 , E51 , E50 , Touch Xpress 5800 , 6220 Classic , 6210 Navigator , 6120 Classic , 6110 Navigator , 5700 , 5500 , 5320XM .",1
"According to Gallup Food and Farm Facts , beef consumption totaled 99mn kilos in Finland in 2007 .",1
"YIT acquired investment rights to a 10,000 square metre residential project in Yaroslavl and to a 16,400 square metre project in Moscow .",1
The total investment in 2006 and 2007 is expected to amount to about EUR75m .,1
This includes a EUR 39.5 mn change in the fair value of investment properties .,1
"Standard Chartered, RBS Escape Capital Raising in Stress Test",2
"`` Our extensive co-operation will also bolster SysOpen Digia 's position in the domestic operator market , '' Kallioranta adds .",2
"$YOKU high volume blast off Friday, goes higher  http://stks.co/qSaL",2
